Timestamp,Node,Raw_Data,RSSI,SNR,Batt_Pct,Current_mA
2026-04-07 23:23:14,node2,"NODE2,9579,753,0NODE,9559,756,00",-61,11.5,91,0.0
2026-04-07 23:23:38,node2,"NODE2,9581,752,0NODE,9559,756,00",-56,11.25,91,0.0
2026-04-07 23:24:05,node2,"NODE2,9583,752,0N",-57,10.25,91,0.0
2026-04-07 23:24:56,node2,"NODE2,9587,751,0NODE,9559,756,00",-58,11.0,91,0.0
2026-04-07 23:25:23,node2,"NODE2,9589,751,0NODE,9559,756,00",-52,13.75,91,0.0
2026-04-07 23:25:48,node2,"NODE2,9591,751,0NODE,9559,756,00",-52,13.75,91,0.0
2026-04-07 23:26:11,node2,"NODE2,9593,751,0NODE,9559,756,00",-59,13.5,91,0.0
2026-04-07 23:26:35,node2,"NODE2,9595,751,0N",-56,12.75,91,0.0
2026-04-07 23:27:00,node2,"NODE2,9597,750,0NODE,9559,756,00",-58,13.5,91,0.0
2026-04-07 23:27:25,node2,"NODE2,9599,751,0NODE,9559,756,00",-54,13.25,91,0.0
2026-04-07 23:27:49,node2,"NODE2,9601,751,0NODE,9559,756,00",-54,13.25,91,0.0
2026-04-07 23:28:14,node2,"NODE2,9603,751,0NODE,9559,756,00",-52,13.5,91,0.0
2026-04-07 23:28:39,node2,"NODE2,9605,752,0NODE,9559,756,00",-52,13.25,91,0.0
2026-04-07 23:29:04,node2,"NODE2,9607,751,0NODE,9559,756,00",-53,13.75,91,0.0
2026-04-07 23:29:31,node2,"NODE2,9609,751,0NODE,9559,756,00",-52,13.5,91,0.0
2026-04-07 23:30:21,node2,"NODE2,9613,751,0NODE,9559,756,00",-52,13.75,91,0.0
2026-04-07 23:30:46,node2,"NODE2,9615,751,0NODE,9559,756,00",-52,13.75,91,0.0
2026-04-07 23:31:11,node2,"NODE2,9617,751,0NODE,9559,756,00",-52,13.25,91,0.0
2026-04-07 23:31:38,node2,"NODE2,9619,751,0N",-55,13.25,91,0.0
2026-04-07 23:32:03,node2,"NODE2,9621,751,0N",-55,13.0,91,0.0
2026-04-07 23:32:28,node2,"NODE2,9623,750,0NODE,9559,756,00",-53,13.5,91,0.0
2026-04-07 23:32:53,node2,"NODE2,9625,750,0NODE,9559,756,00",-51,13.0,91,0.0
2026-04-07 23:33:20,node2,"NODE2,9627,751,0NODE,9559,756,00",-50,11.5,91,0.0
2026-04-07 23:33:45,node2,"NODE2,9629,750,0NODE,9559,756,00",-51,11.5,91,0.0
2026-04-07 23:34:11,node2,"NODE2,9631,750,0NODE,9559,756,00",-54,13.5,91,0.0
2026-04-07 23:34:36,node2,"NODE2,9633,750,0N",-54,13.25,91,0.0
2026-04-07 23:35:03,node2,"NODE2,9635,749,0NODE,9559,756,00",-54,13.75,91,0.0
2026-04-07 23:35:28,node2,"NODE2,9637,750,0N",-56,13.5,91,0.0
2026-04-07 23:35:52,node2,"NODE2,9639,750,0NODE,9559,756,00",-55,13.25,91,0.0
2026-04-07 23:36:18,node2,"NODE2,9641,750,0NODE,9559,756,00",-53,13.5,91,0.0
2026-04-07 23:36:45,node2,"NODE2,9643,750,0N",-56,13.25,91,0.0
2026-04-07 23:37:36,node2,"NODE2,9647,750,0NODE,9559,756,00",-53,13.25,91,0.0
2026-04-07 23:38:03,node2,"NODE2,9649,750,0NODE,9559,756,00",-53,13.5,91,0.0
2026-04-07 23:38:30,node2,"NODE2,9651,751,0N",-56,13.0,91,0.0
2026-04-08 00:05:26,node2,"NODE2,14,740,0",-48,12.0,93,0.0
2026-04-08 00:05:50,node2,"NODE2,16,742,0",-36,10.5,93,0.0
2026-04-08 00:06:14,node2,"NODE2,18,740,0",-45,13.0,93,0.0
2026-04-08 00:20:23,node2,"NODE2,0,740,0",-49,11.0,92,0.0
2026-04-08 00:24:58,node2,"NODE2,22,741,0",-47,12.25,92,0.0
2026-04-08 00:25:12,node2,"NODE2,23,740,0",-48,12.5,92,0.0
2026-04-08 00:25:24,node2,"NODE2,24,741,0",-48,12.5,92,0.0
2026-04-08 00:27:21,node2,"NODE2,33,740,0",-49,12.75,92,0.0
2026-04-08 00:28:00,node2,"NODE2,36,740,0",-48,12.5,92,0.0
2026-04-08 00:28:13,node2,"NODE2,37,740,0",-48,10.25,92,0.0
2026-04-08 00:28:40,node2,"NODE2,39,740,0",-48,13.0,92,0.0
2026-04-08 00:29:19,node2,"NODE2,42,740,0",-48,10.5,92,0.0
2026-04-08 00:29:30,node2,"NODE2,43,739,0",-48,11.5,92,0.0
2026-04-08 00:29:56,node2,"NODE2,45,740,0",-48,11.0,92,0.0
2026-04-08 00:30:08,node2,"NODE2,46,740,0",-48,10.5,92,0.0
2026-04-08 00:30:20,node2,"NODE2,47,740,0",-48,10.75,92,0.0
2026-04-08 00:30:32,node2,"NODE2,48,740,0",-48,11.0,92,0.0
2026-04-08 00:30:44,node2,"NODE2,49,740,0",-48,13.5,92,0.0
2026-04-08 00:30:56,node2,"NODE2,50,740,0",-48,12.75,92,0.0
2026-04-08 00:31:10,node2,"NODE2,51,740,0",-48,13.5,92,0.0
2026-04-08 00:38:35,node2,"NODE2,87,740,0",-50,6.0,92,0.0
2026-04-08 00:39:51,node2,"NODE2,93,739,0",-47,6.75,92,0.0
2026-04-08 00:40:39,node2,"NODE2,97,740,0",-48,9.0,92,0.0
2026-04-08 00:41:04,node2,"NODE2,99,739,0",-48,9.75,92,0.0
2026-04-08 00:41:30,node2,"NODE2,101,739,0",-47,8.25,92,0.0
2026-04-08 00:41:55,node2,"NODE2,103,740,0",-47,8.75,92,0.0
2026-04-08 00:42:20,node2,"NODE2,105,738,0",-48,8.25,92,0.0
2026-04-08 00:42:46,node2,"NODE2,107,738,0",-49,11.25,92,0.0
2026-04-08 00:43:10,node2,"NODE2,109,740,0",-48,11.5,92,0.0
2026-04-08 00:43:34,node2,"NODE2,111,739,0",-50,12.25,92,0.0
2026-04-08 00:44:00,node2,"NODE2,113,739,0",-49,12.5,92,0.0
2026-04-08 00:44:23,node2,"NODE2,115,738,0",-49,12.0,92,0.0
2026-04-08 00:44:49,node2,"NODE2,117,738,0",-48,12.25,92,0.0
2026-04-08 00:45:14,node2,"NODE2,119,738,0",-49,12.25,92,0.0
2026-04-08 00:45:41,node2,"NODE2,121,740,0",-49,12.0,92,0.0
2026-04-08 00:46:07,node2,"NODE2,123,739,0",-49,12.25,92,0.0
2026-04-08 00:46:35,node2,"NODE2,125,739,0",-48,12.5,92,0.0
2026-04-08 00:47:01,node2,"NODE2,127,738,0",-48,12.0,92,0.0
2026-04-08 00:47:27,node2,"NODE2,129,740,0",-49,12.5,92,0.0
2026-04-08 00:47:51,node2,"NODE2,131,738,0",-49,12.5,92,0.0
2026-04-08 00:48:17,node2,"NODE2,133,740,0",-49,13.0,92,0.0
2026-04-08 00:48:40,node2,"NODE2,135,740,0",-48,12.75,92,0.0
2026-04-08 00:49:07,node2,"NODE2,137,738,0",-50,13.0,92,0.0
2026-04-08 00:49:32,node2,"NODE2,139,740,0",-49,13.0,92,0.0
2026-04-08 00:49:57,node2,"NODE2,141,740,0",-49,13.25,92,0.0
2026-04-08 00:50:23,node2,"NODE2,143,739,0",-49,13.0,92,0.0
2026-04-08 00:50:49,node2,"NODE2,145,739,0",-49,12.75,92,0.0
2026-04-08 00:51:14,node2,"NODE2,147,739,0",-49,13.0,91,0.0
2026-04-08 00:51:38,node2,"NODE2,149,740,0",-47,13.0,91,0.0
2026-04-08 00:52:03,node2,"NODE2,151,738,0",-49,13.0,91,0.0
2026-04-08 00:52:27,node2,"NODE2,153,739,0",-48,12.5,91,0.0
2026-04-08 00:52:53,node2,"NODE2,155,740,0",-49,13.0,91,0.0
2026-04-08 00:53:16,node2,"NODE2,157,740,0",-50,13.25,91,0.0
2026-04-08 00:53:42,node2,"NODE2,159,740,0",-49,12.75,91,0.0
2026-04-08 00:54:08,node2,"NODE2,161,739,0",-48,12.75,91,0.0
2026-04-08 00:54:31,node2,"NODE2,163,738,0",-49,13.0,91,0.0
2026-04-08 00:54:55,node2,"NODE2,165,739,0",-47,12.75,91,0.0
2026-04-08 00:55:18,node2,"NODE2,167,739,0",-49,13.0,91,0.0
2026-04-08 00:55:44,node2,"NODE2,169,739,0",-49,12.75,91,0.0
2026-04-08 00:56:11,node2,"NODE2,171,738,0",-48,12.5,91,0.0
2026-04-08 00:56:36,node2,"NODE2,173,739,0",-49,12.75,91,0.0
2026-04-08 00:56:59,node2,"NODE2,175,739,0",-49,13.0,91,0.0
2026-04-08 00:57:24,node2,"NODE2,177,740,0",-49,12.5,91,0.0
2026-04-08 00:57:49,node2,"NODE2,179,738,0",-49,12.5,91,0.0
2026-04-08 00:58:14,node2,"NODE2,181,738,0",-49,12.25,91,0.0
2026-04-08 00:58:37,node2,"NODE2,183,738,0",-47,12.25,91,0.0
2026-04-08 00:59:02,node2,"NODE2,185,739,0",-48,11.75,91,0.0
2026-04-08 00:59:28,node2,"NODE2,187,738,0",-50,12.5,91,0.0
2026-04-08 00:59:55,node2,"NODE2,189,738,0",-48,11.5,91,0.0
2026-04-08 01:00:17,node2,"NODE2,191,738,0",-49,10.75,91,0.0
2026-04-08 01:01:05,node2,"NODE2,195,740,0",-48,10.75,91,0.0
2026-04-08 01:01:29,node2,"NODE2,197,739,0",-49,10.25,91,0.0
2026-04-08 01:01:52,node2,"NODE2,199,737,0",-48,9.25,91,0.0
2026-04-08 01:02:17,node2,"NODE2,201,738,0",-41,5.5,91,0.0
2026-04-08 01:02:43,node2,"NODE2,203,738,0",-40,3.25,91,0.0
2026-04-08 01:03:09,node2,"NODE2,205,737,0",-40,1.25,91,0.0
2026-04-08 01:03:33,node2,"NODE2,207,738,0",-48,1.0,91,0.0
2026-04-08 01:03:58,node2,"NODE2,209,740,0",-40,1.25,91,0.0
2026-04-08 01:04:25,node2,"NODE2,211,739,0",-42,1.5,91,0.0
2026-04-08 01:04:50,node2,"NODE2,213,739,0",-40,1.5,91,0.0
2026-04-08 01:05:16,node2,"NODE2,215,737,0",-42,1.75,91,0.0
2026-04-08 01:05:40,node2,"NODE2,217,738,0",-50,2.25,91,0.0
2026-04-08 01:06:04,node2,"NODE2,219,737,0",-49,3.0,91,0.0
2026-04-08 01:06:30,node2,"NODE2,221,739,0",-44,4.0,91,0.0
2026-04-08 01:06:54,node2,"NODE2,223,740,0",-49,4.75,91,0.0
2026-04-08 01:07:18,node2,"NODE2,225,740,0",-48,4.25,91,0.0
2026-04-08 01:07:41,node2,"NODE2,227,737,0",-50,5.0,91,0.0
2026-04-08 01:08:06,node2,"NODE2,229,738,0",-49,4.0,91,0.0
2026-04-08 01:08:32,node2,"NODE2,231,738,0",-42,4.25,91,0.0
2026-04-08 01:08:57,node2,"NODE2,233,738,0",-49,5.0,91,0.0
2026-04-08 01:09:22,node2,"NODE2,235,738,0",-43,4.5,91,0.0
2026-04-08 01:09:48,node2,"NODE2,237,737,0",-49,5.25,91,0.0
2026-04-08 01:10:14,node2,"NODE2,239,737,0",-43,5.0,91,0.0
2026-04-08 01:10:40,node2,"NODE2,241,737,0",-49,4.5,91,0.0
2026-04-08 01:11:06,node2,"NODE2,243,740,0",-48,4.5,91,0.0
2026-04-08 01:11:31,node2,"NODE2,245,739,0",-49,4.5,91,0.0
2026-04-08 01:11:56,node2,"NODE2,247,740,0",-49,4.25,91,0.0
2026-04-08 01:12:47,node2,"NODE2,251,739,0",-48,4.5,91,0.0
2026-04-08 01:13:10,node2,"NODE2,253,738,0",-49,4.75,91,0.0
2026-04-08 01:13:35,node2,"NODE2,255,739,0",-49,4.5,91,0.0
2026-04-08 01:14:00,node2,"NODE2,257,738,0",-49,4.5,91,0.0
2026-04-08 01:14:26,node2,"NODE2,259,740,0",-49,5.0,91,0.0
2026-04-08 01:14:52,node2,"NODE2,261,738,0",-44,4.75,91,0.0
2026-04-08 01:15:17,node2,"NODE2,263,738,0",-48,4.75,91,0.0
2026-04-08 01:15:43,node2,"NODE2,265,739,0",-43,5.25,91,0.0
2026-04-08 01:16:10,node2,"NODE2,267,739,0",-51,4.75,91,0.0
2026-04-08 01:16:35,node2,"NODE2,269,739,0",-48,4.75,91,0.0
2026-04-08 01:17:01,node2,"NODE2,271,739,0",-48,4.25,91,0.0
2026-04-08 01:17:27,node2,"NODE2,273,739,0",-49,5.5,91,0.0
2026-04-08 01:17:54,node2,"NODE2,275,739,0",-50,4.75,91,0.0
2026-04-08 01:18:17,node2,"NODE2,277,738,0",-49,5.25,91,0.0
2026-04-08 01:18:43,node2,"NODE2,279,740,0",-44,4.75,91,0.0
2026-04-08 01:19:06,node2,"NODE2,281,739,0",-50,4.75,91,0.0
2026-04-08 01:19:29,node2,"NODE2,283,740,0",-47,4.25,91,0.0
2026-04-08 01:19:53,node2,"NODE2,285,738,0",-43,4.5,91,0.0
2026-04-08 01:20:19,node2,"NODE2,287,737,0",-45,4.75,91,0.0
2026-04-08 01:20:46,node2,"NODE2,289,738,0",-42,4.5,91,0.0
2026-04-08 01:21:08,node2,"NODE2,291,739,0",-50,4.25,91,0.0
2026-04-08 01:21:35,node2,"NODE2,293,737,0",-48,3.5,91,0.0
2026-04-08 01:22:00,node2,"NODE2,295,738,0",-42,4.5,91,0.0
2026-04-08 01:22:23,node2,"NODE2,297,739,0",-43,4.25,91,0.0
2026-04-08 01:22:51,node2,"NODE2,299,738,0",-48,4.25,91,0.0
2026-04-08 01:23:16,node2,"NODE2,301,738,0",-51,4.25,91,0.0
2026-04-08 01:23:42,node2,"NODE2,303,738,0",-44,4.5,91,0.0
2026-04-08 01:24:05,node2,"NODE2,305,739,0",-47,4.25,91,0.0
2026-04-08 01:24:31,node2,"NODE2,307,739,0",-50,4.75,91,0.0
2026-04-08 01:24:57,node2,"NODE2,309,739,0",-42,4.25,91,0.0
2026-04-08 01:25:22,node2,"NODE2,311,740,0",-48,5.0,91,0.0
2026-04-08 01:25:46,node2,"NODE2,313,739,0",-49,5.0,91,0.0
2026-04-08 01:26:12,node2,"NODE2,315,739,0",-49,5.0,91,0.0
2026-04-08 01:26:35,node2,"NODE2,317,739,0",-48,4.75,91,0.0
2026-04-08 01:26:59,node2,"NODE2,319,738,0",-42,4.5,91,0.0
2026-04-08 01:27:25,node2,"NODE2,321,738,0",-49,3.75,91,0.0
2026-04-08 01:27:52,node2,"NODE2,323,739,0",-49,4.25,91,0.0
2026-04-08 01:28:18,node2,"NODE2,325,740,0",-43,3.5,91,0.0
2026-04-08 01:28:43,node2,"NODE2,327,738,0",-51,3.75,91,0.0
2026-04-08 01:29:09,node2,"NODE2,329,739,0",-51,3.5,91,0.0
2026-04-08 01:29:35,node2,"NODE2,331,739,0",-43,4.25,91,0.0
2026-04-08 01:30:01,node2,"NODE2,333,739,0",-49,4.0,91,0.0
2026-04-08 01:30:24,node2,"NODE2,335,739,0",-51,4.25,91,0.0
2026-04-08 01:30:51,node2,"NODE2,337,739,0",-47,3.75,91,0.0
2026-04-08 01:31:15,node2,"NODE2,339,740,0",-44,4.75,91,0.0
2026-04-08 01:31:40,node2,"NODE2,341,739,0",-50,4.0,91,0.0
2026-04-08 01:32:04,node2,"NODE2,343,739,0",-49,4.5,91,0.0
2026-04-08 01:32:28,node2,"NODE2,345,740,0",-48,4.75,91,0.0
2026-04-08 01:32:55,node2,"NODE2,347,740,0",-38,1.25,91,0.0
2026-04-08 01:33:18,node2,"NODE2,349,738,0",-39,1.25,91,0.0
2026-04-08 01:33:41,node2,"NODE2,351,739,0",-40,1.0,91,0.0
2026-04-08 01:34:07,node2,"NODE2,353,740,0",-47,1.0,91,0.0
2026-04-08 01:34:32,node2,"NODE2,355,738,0",-40,1.0,91,0.0
2026-04-08 01:34:56,node2,"NODE2,357,738,0",-41,1.0,91,0.0
2026-04-08 01:35:20,node2,"NODE2,359,738,0",-40,1.25,91,0.0
2026-04-08 01:35:45,node2,"NODE2,361,740,0",-39,1.25,91,0.0
2026-04-08 01:36:12,node2,"NODE2,363,739,0",-41,1.5,91,0.0
2026-04-08 01:36:38,node2,"NODE2,365,739,0",-46,1.25,91,0.0
2026-04-08 01:37:04,node2,"NODE2,367,739,0",-41,2.0,91,0.0
2026-04-08 01:37:30,node2,"NODE2,369,740,0",-43,1.75,91,0.0
2026-04-08 01:37:57,node2,"NODE2,371,739,0",-48,1.5,91,0.0
2026-04-08 01:38:23,node2,"NODE2,373,739,0",-41,1.75,91,0.0
2026-04-08 01:38:46,node2,"NODE2,375,739,0",-40,1.5,91,0.0
2026-04-08 01:39:12,node2,"NODE2,377,738,0",-40,1.75,91,0.0
2026-04-08 01:39:38,node2,"NODE2,379,740,0",-43,1.75,91,0.0
2026-04-08 01:40:03,node2,"NODE2,381,739,0",-49,1.75,91,0.0
2026-04-08 01:40:28,node2,"NODE2,383,738,0",-42,1.5,91,0.0
2026-04-08 01:40:52,node2,"NODE2,385,738,0",-40,1.75,91,0.0
2026-04-08 01:41:16,node2,"NODE2,387,738,0",-42,2.0,91,0.0
2026-04-08 01:41:40,node2,"NODE2,389,739,0",-42,1.75,91,0.0
2026-04-08 01:42:05,node2,"NODE2,391,738,0",-42,1.75,91,0.0
2026-04-08 01:42:30,node2,"NODE2,393,739,0",-42,1.5,91,0.0
2026-04-08 01:42:54,node2,"NODE2,395,739,0",-40,1.75,91,0.0
2026-04-08 01:43:19,node2,"NODE2,397,740,0",-41,1.75,91,0.0
2026-04-08 01:43:46,node2,"NODE2,399,738,0",-49,1.75,91,0.0
2026-04-08 01:43:58,node2,"NODE2,400,739,0",-42,1.75,91,0.0
2026-04-08 01:44:24,node2,"NODE2,402,739,0",-47,2.0,91,0.0
2026-04-08 01:44:50,node2,"NODE2,404,739,0",-48,2.25,91,0.0
2026-04-08 01:45:14,node2,"NODE2,406,740,0",-50,2.0,91,0.0
2026-04-08 01:45:40,node2,"NODE2,408,740,0",-47,2.25,91,0.0
2026-04-08 01:46:05,node2,"NODE2,410,740,0",-50,2.5,91,0.0
2026-04-08 01:46:29,node2,"NODE2,412,739,0",-48,2.75,91,0.0
2026-04-08 01:46:52,node2,"NODE2,414,740,0",-47,2.5,91,0.0
2026-04-08 01:47:18,node2,"NODE2,416,741,0",-50,2.5,91,0.0
2026-04-08 01:47:45,node2,"NODE2,418,740,0",-44,2.75,91,0.0
2026-04-08 01:48:11,node2,"NODE2,420,740,0",-41,2.75,91,0.0
2026-04-08 01:48:34,node2,"NODE2,422,739,0",-47,2.5,91,0.0
2026-04-08 01:48:59,node2,"NODE2,424,740,0",-41,3.0,91,0.0
2026-04-08 01:49:23,node2,"NODE2,426,740,0",-48,3.5,91,0.0
2026-04-08 01:49:47,node2,"NODE2,428,740,0",-42,3.5,91,0.0
2026-04-08 01:50:11,node2,"NODE2,430,742,0",-48,3.75,91,0.0
2026-04-08 01:50:36,node2,"NODE2,432,740,0",-49,3.5,91,0.0
2026-04-08 01:51:03,node2,"NODE2,434,740,0",-42,3.5,91,0.0
2026-04-08 01:51:27,node2,"NODE2,436,740,0",-42,3.0,91,0.0
2026-04-08 01:51:51,node2,"NODE2,438,739,0",-48,3.5,91,0.0
2026-04-08 01:52:16,node2,"NODE2,440,740,0",-49,3.0,91,0.0
2026-04-08 01:52:43,node2,"NODE2,442,739,0",-49,3.5,91,0.0
2026-04-08 01:53:07,node2,"NODE2,444,739,0",-50,3.75,91,0.0
2026-04-08 01:53:31,node2,"NODE2,446,740,0",-51,3.25,91,0.0
2026-04-08 01:53:56,node2,"NODE2,448,740,0",-51,3.75,91,0.0
2026-04-08 01:54:21,node2,"NODE2,450,740,0",-49,3.75,91,0.0
2026-04-08 01:54:48,node2,"NODE2,452,740,0",-48,3.5,91,0.0
2026-04-08 01:55:13,node2,"NODE2,454,740,0",-49,3.0,91,0.0
2026-04-08 01:55:40,node2,"NODE2,456,739,0",-48,3.25,91,0.0
2026-04-08 01:56:06,node2,"NODE2,458,739,0",-48,3.25,91,0.0
2026-04-08 01:56:32,node2,"NODE2,460,740,0",-49,3.5,91,0.0
2026-04-08 01:56:57,node2,"NODE2,462,740,0",-49,3.5,91,0.0
2026-04-08 01:57:22,node2,"NODE2,464,740,0",-44,3.25,91,0.0
2026-04-08 01:57:48,node2,"NODE2,466,739,0",-48,3.5,91,0.0
2026-04-08 01:58:13,node2,"NODE2,468,740,0",-44,3.5,91,0.0
2026-04-08 01:58:39,node2,"NODE2,470,740,0",-49,3.0,91,0.0
2026-04-08 01:59:03,node2,"NODE2,472,740,0",-42,3.25,91,0.0
2026-04-08 01:59:29,node2,"NODE2,474,741,0",-43,2.75,91,0.0
2026-04-08 01:59:54,node2,"NODE2,476,740,0",-48,3.0,91,0.0
2026-04-08 02:00:18,node2,"NODE2,478,740,0",-40,2.75,91,0.0
2026-04-08 02:00:42,node2,"NODE2,480,739,0",-49,3.25,91,0.0
2026-04-08 02:01:34,node2,"NODE2,484,739,0",-50,3.0,91,0.0
2026-04-08 02:01:59,node2,"NODE2,486,741,0",-48,3.0,91,0.0
2026-04-08 02:02:23,node2,"NODE2,488,740,0",-47,3.25,91,0.0
2026-04-08 02:02:48,node2,"NODE2,490,739,0",-48,2.75,91,0.0
2026-04-08 02:03:12,node2,"NODE2,492,740,0",-45,2.75,91,0.0
2026-04-08 02:03:37,node2,"NODE2,494,739,0",-41,2.75,91,0.0
2026-04-08 02:04:02,node2,"NODE2,496,740,0",-42,3.25,91,0.0
2026-04-08 02:04:27,node2,"NODE2,498,740,0",-48,2.75,91,0.0
2026-04-08 02:04:55,node2,"NODE2,500,742,0",-47,3.0,91,0.0
2026-04-08 02:05:19,node2,"NODE2,502,740,0",-49,3.25,91,0.0
2026-04-08 02:05:43,node2,"NODE2,504,739,0",-43,2.75,91,0.0
2026-04-08 02:06:11,node2,"NODE2,506,739,0",-43,2.75,91,0.0
2026-04-08 02:06:35,node2,"NODE2,508,740,0",-47,3.25,91,0.0
2026-04-08 02:06:59,node2,"NODE2,510,740,0",-41,2.75,91,0.0
2026-04-08 02:07:24,node2,"NODE2,512,740,0",-48,2.5,91,0.0
2026-04-08 02:07:50,node2,"NODE2,514,740,0",-42,2.75,91,0.0
2026-04-08 02:08:15,node2,"NODE2,516,740,0",-49,2.25,91,0.0
2026-04-08 02:08:37,node2,"NODE2,518,739,0",-49,2.75,91,0.0
2026-04-08 02:09:03,node2,"NODE2,520,740,0",-48,3.0,91,0.0
2026-04-08 02:09:27,node2,"NODE2,522,741,0",-48,3.5,91,0.0
2026-04-08 02:09:51,node2,"NODE2,524,740,0",-47,3.0,91,0.0
2026-04-08 02:10:17,node2,"NODE2,526,741,0",-48,3.0,91,0.0
2026-04-08 02:10:42,node2,"NODE2,528,740,0",-47,3.0,91,0.0
2026-04-08 02:11:06,node2,"NODE2,530,742,0",-49,2.75,91,0.0
2026-04-08 02:11:32,node2,"NODE2,532,740,0",-48,3.25,91,0.0
2026-04-08 02:11:56,node2,"NODE2,534,740,0",-42,3.0,91,0.0
2026-04-08 02:12:20,node2,"NODE2,536,740,0",-47,2.5,91,0.0
2026-04-08 02:12:44,node2,"NODE2,538,740,0",-43,2.75,91,0.0
2026-04-08 02:13:09,node2,"NODE2,540,742,0",-48,2.5,91,0.0
2026-04-08 02:13:32,node2,"NODE2,542,740,0",-43,2.75,91,0.0
2026-04-08 02:13:57,node2,"NODE2,544,741,0",-47,3.0,91,0.0
2026-04-08 02:14:20,node2,"NODE2,546,741,0",-41,3.0,91,0.0
2026-04-08 02:14:44,node2,"NODE2,548,741,0",-48,3.5,91,0.0
2026-04-08 02:15:10,node2,"NODE2,550,741,0",-47,2.75,91,0.0
2026-04-08 02:15:37,node2,"NODE2,552,740,0",-43,3.75,91,0.0
2026-04-08 02:16:03,node2,"NODE2,554,740,0",-42,3.0,91,0.0
2026-04-08 02:16:28,node2,"NODE2,556,741,0",-41,2.75,91,0.0
2026-04-08 02:16:53,node2,"NODE2,558,741,0",-48,3.25,91,0.0
2026-04-08 02:17:18,node2,"NODE2,560,740,0",-49,3.0,91,0.0
2026-04-08 02:17:44,node2,"NODE2,562,741,0",-45,3.0,91,0.0
2026-04-08 02:18:10,node2,"NODE2,564,741,0",-47,3.0,91,0.0
2026-04-08 02:18:34,node2,"NODE2,566,740,0",-49,3.75,91,0.0
2026-04-08 02:19:01,node2,"NODE2,568,740,0",-49,3.5,91,0.0
2026-04-08 02:19:27,node2,"NODE2,570,740,0",-48,3.25,91,0.0
